ProductID,ProductName,Category,CurrentStock,ReorderLevel,UnitPrice,NewUnitPrice,StockValue,Supplier,LastRestockDate,NextRestockDate,WarehouseLocation,IsReorder,Shortage,OverStocked
67427,PVC Pipe,Plumbing,374,50,$66.0,$6.6,"$2,470",MegaBuild Ltd,16/9/2024,20/10/2024,Warehouse A,FALSE,,OverStock
28728,Concrete Block,Building Materials,470,50,$329.8,$33.0,"$15,502",FixRight Depot,16/9/2024,25/9/2024,Warehouse C,FALSE,,OverStock
90337,Door Frame,Hardware,468,30,$227.4,$22.7,"$10,644",FixRight Depot,16/9/2024,3/10/2024,Warehouse A,FALSE,,OverStock
65097,Ceiling Board,Interior,33,40,$348.0,$34.8,"$1,148",Jumia Supplies,16/9/2024,3/10/2024,Warehouse C,TRUE,7,Other
21440,Window Glass,Hardware,62,20,$225.5,$22.5,"$1,398",FixRight Depot,16/9/2024,15/10/2024,Warehouse B,FALSE,,OverStock
84327,Toilet Seat,Hardware,327,40,$238.4,$23.8,"$7,796",Jumia Supplies,16/9/2024,29/9/2024,Warehouse A,FALSE,,OverStock
87424,Ceiling Board,Interior,224,50,$38.5,$3.9,$862,Alpha Materials,16/9/2024,29/9/2024,Warehouse C,FALSE,,OverStock
38385,Toilet Seat,Hardware,476,150,$187.9,$18.8,"$8,942",FixRight Depot,16/9/2024,2/10/2024,Warehouse B,FALSE,,OverStock
33524,Ceiling Board,Interior,196,150,$376.2,$37.6,"$7,374",Alpha Materials,15/9/2024,12/10/2024,Warehouse A,FALSE,,Other
39048,Cement Bag,Building Materials,327,80,$50.7,$5.1,"$1,657",MegaBuild Ltd,15/9/2024,24/10/2024,Warehouse A,FALSE,,OverStock
17548,Shower Set,Hardware,221,40,$133.3,$13.3,"$2,946",Jumia Supplies,15/9/2024,26/9/2024,Warehouse A,FALSE,,OverStock
42599,Cement Bag,Building Materials,14,150,$158.3,$15.8,$222,Alpha Materials,15/9/2024,23/9/2024,Warehouse C,TRUE,136,Other
43368,Water Heater,Plumbing,245,150,$62.3,$6.2,"$1,527",Alpha Materials,15/9/2024,23/10/2024,Warehouse B,FALSE,,Other
70360,Floor Tiles,Interior,263,100,$198.9,$19.9,"$5,231",FixRight Depot,15/9/2024,24/9/2024,Warehouse C,FALSE,,Other
21230,Roofing Sheet,Building Materials,494,150,$439.0,$43.9,"$21,689",Konga Wholesale,15/9/2024,25/9/2024,Warehouse B,FALSE,,OverStock
81980,Bulb Pack,Electrical,59,100,$260.0,$26.0,"$1,534",MegaBuild Ltd,15/9/2024,23/10/2024,Warehouse B,TRUE,41,Other
93408,Floor Tiles,Interior,291,20,$288.1,$28.8,"$8,384",MegaBuild Ltd,15/9/2024,3/10/2024,Warehouse C,FALSE,,OverStock
86493,Shower Set,Hardware,184,40,$15.8,$1.6,$291,FixRight Depot,15/9/2024,21/9/2024,Warehouse A,FALSE,,OverStock
44890,Switch Box,Electrical,481,100,$245.4,$24.5,"$11,806",Alpha Materials,15/9/2024,22/10/2024,Warehouse A,FALSE,,OverStock
44826,Ceiling Board,Interior,97,80,$445.9,$44.6,"$4,326",Konga Wholesale,15/9/2024,26/9/2024,Warehouse B,FALSE,,Other
72955,Wallpaper Roll,Interior,151,40,$15.2,$1.5,$229,MegaBuild Ltd,14/9/2024,12/10/2024,Warehouse A,FALSE,,OverStock
67932,Window Glass,Hardware,38,150,$5.6,$0.6,$21,Alpha Materials,14/9/2024,2/10/2024,Warehouse C,TRUE,112,Other
96120,Paint Bucket,Interior,242,150,$376.2,$37.6,"$9,104",MegaBuild Ltd,14/9/2024,17/10/2024,Warehouse B,FALSE,,Other
50387,Concrete Block,Building Materials,232,40,$139.2,$13.9,"$3,229",Jumia Supplies,14/9/2024,17/10/2024,Warehouse C,FALSE,,OverStock
77914,Shower Set,Hardware,103,80,$413.6,$41.4,"$4,260",Jumia Supplies,14/9/2024,26/9/2024,Warehouse B,FALSE,,Other
38469,Electrical Cable,Electrical,104,30,$422.1,$42.2,"$4,389",Konga Wholesale,14/9/2024,30/9/2024,Warehouse C,FALSE,,OverStock
26608,Ceiling Board,Interior,378,100,$337.1,$33.7,"$12,742",MegaBuild Ltd,14/9/2024,17/10/2024,Warehouse B,FALSE,,OverStock
65773,Floor Tiles,Interior,442,150,$431.8,$43.2,"$19,084",Jumia Supplies,14/9/2024,18/10/2024,Warehouse C,FALSE,,Other
99062,Switch Box,Electrical,445,20,$36.2,$3.6,"$1,610",Jumia Supplies,14/9/2024,20/9/2024,Warehouse B,FALSE,,OverStock
26350,Switch Box,Electrical,113,20,$55.7,$5.6,$629,FixRight Depot,14/9/2024,19/9/2024,Warehouse B,FALSE,,OverStock
81458,PVC Pipe,Plumbing,387,30,$398.8,$39.9,"$15,432",MegaBuild Ltd,14/9/2024,5/10/2024,Warehouse B,FALSE,,OverStock
90875,Ceiling Board,Interior,331,20,$217.8,$21.8,"$7,208",MegaBuild Ltd,14/9/2024,24/9/2024,Warehouse C,FALSE,,OverStock
18418,Roofing Sheet,Building Materials,160,20,$210.4,$21.0,"$3,366",Jumia Supplies,14/9/2024,29/9/2024,Warehouse B,FALSE,,OverStock
35402,Door Frame,Hardware,491,80,$385.3,$38.5,"$18,917",MegaBuild Ltd,14/9/2024,15/10/2024,Warehouse B,FALSE,,OverStock
39002,Floor Tiles,Interior,468,150,$234.6,$23.5,"$10,978",FixRight Depot,14/9/2024,22/10/2024,Warehouse C,FALSE,,OverStock
59630,Toilet Seat,Hardware,389,100,$268.9,$26.9,"$10,459",MegaBuild Ltd,14/9/2024,13/10/2024,Warehouse B,FALSE,,OverStock
80143,Toilet Seat,Hardware,62,50,$72.1,$7.2,$447,Jumia Supplies,14/9/2024,4/10/2024,Warehouse C,FALSE,,Other
86961,Paint Bucket,Interior,146,20,$223.9,$22.4,"$3,270",Alpha Materials,13/9/2024,2/10/2024,Warehouse C,FALSE,,OverStock
76629,Toilet Seat,Hardware,203,20,$219.0,$21.9,"$4,446",Alpha Materials,13/9/2024,9/10/2024,Warehouse A,FALSE,,OverStock
62726,Kitchen Sink,Plumbing,26,20,$379.9,$38.0,$988,FixRight Depot,13/9/2024,20/9/2024,Warehouse A,FALSE,,Other
30874,PVC Pipe,Plumbing,375,50,$427.4,$42.7,"$16,029",MegaBuild Ltd,13/9/2024,9/10/2024,Warehouse C,FALSE,,OverStock
71102,Paint Bucket,Interior,128,40,$216.1,$21.6,"$2,767",FixRight Depot,13/9/2024,19/10/2024,Warehouse C,FALSE,,OverStock
68596,Door Frame,Hardware,414,20,$8.0,$0.8,$332,MegaBuild Ltd,13/9/2024,29/9/2024,Warehouse B,FALSE,,OverStock
29984,Toilet Seat,Hardware,150,50,$14.1,$1.4,$211,Konga Wholesale,13/9/2024,2/10/2024,Warehouse C,FALSE,,Other
90865,Concrete Block,Building Materials,411,80,$124.1,$12.4,"$5,102",Konga Wholesale,13/9/2024,6/10/2024,Warehouse C,FALSE,,OverStock
38111,Floor Tiles,Interior,397,100,$321.6,$32.2,"$12,766",Alpha Materials,13/9/2024,9/10/2024,Warehouse B,FALSE,,OverStock
12871,PVC Pipe,Plumbing,424,80,$218.5,$21.9,"$9,266",Konga Wholesale,12/9/2024,27/9/2024,Warehouse A,FALSE,,OverStock
64122,Bulb Pack,Electrical,184,80,$154.0,$15.4,"$2,834",FixRight Depot,12/9/2024,23/9/2024,Warehouse C,FALSE,,Other
29323,Electrical Cable,Electrical,216,30,$279.0,$27.9,"$6,025",Konga Wholesale,12/9/2024,28/9/2024,Warehouse B,FALSE,,OverStock
76266,Switch Box,Electrical,426,50,$262.8,$26.3,"$11,196",Jumia Supplies,12/9/2024,28/9/2024,Warehouse A,FALSE,,OverStock
98487,Toilet Seat,Hardware,89,40,$461.3,$46.1,"$4,106",MegaBuild Ltd,12/9/2024,5/10/2024,Warehouse C,FALSE,,Other
21240,Concrete Block,Building Materials,90,100,$103.1,$10.3,$928,Alpha Materials,12/9/2024,21/10/2024,Warehouse B,TRUE,10,Other
15293,Toilet Seat,Hardware,181,50,$144.4,$14.4,"$2,613",FixRight Depot,12/9/2024,8/10/2024,Warehouse B,FALSE,,OverStock
44563,Paint Bucket,Interior,155,150,$346.6,$34.7,"$5,372",Jumia Supplies,12/9/2024,18/10/2024,Warehouse A,FALSE,,Other
43268,Bulb Pack,Electrical,16,80,$228.1,$22.8,$365,MegaBuild Ltd,12/9/2024,10/10/2024,Warehouse C,TRUE,64,Other
61169,Kitchen Sink,Plumbing,421,30,$475.2,$47.5,"$20,007",MegaBuild Ltd,12/9/2024,19/9/2024,Warehouse C,FALSE,,OverStock
98961,Shower Set,Hardware,200,40,$47.6,$4.8,$951,FixRight Depot,12/9/2024,29/9/2024,Warehouse A,FALSE,,OverStock
54837,Paint Bucket,Interior,397,80,$151.5,$15.1,"$6,014",Konga Wholesale,12/9/2024,20/10/2024,Warehouse A,FALSE,,OverStock
98104,Window Glass,Hardware,204,40,$387.2,$38.7,"$7,898",Konga Wholesale,12/9/2024,7/10/2024,Warehouse B,FALSE,,OverStock
66373,Toilet Seat,Hardware,320,20,$114.9,$11.5,"$3,676",Jumia Supplies,11/9/2024,23/9/2024,Warehouse C,FALSE,,OverStock
45292,Window Glass,Hardware,85,20,$494.6,$49.5,"$4,204",Jumia Supplies,11/9/2024,1/10/2024,Warehouse B,FALSE,,OverStock
60500,Floor Tiles,Interior,266,100,$428.6,$42.9,"$11,400",FixRight Depot,11/9/2024,6/10/2024,Warehouse A,FALSE,,Other
70289,Shower Set,Hardware,89,40,$55.7,$5.6,$495,Konga Wholesale,11/9/2024,27/9/2024,Warehouse B,FALSE,,Other
19479,Paint Bucket,Interior,180,40,$227.6,$22.8,"$4,097",MegaBuild Ltd,11/9/2024,15/10/2024,Warehouse A,FALSE,,OverStock
89397,Electrical Cable,Electrical,328,150,$200.7,$20.1,"$6,583",FixRight Depot,11/9/2024,23/9/2024,Warehouse C,FALSE,,Other
83398,Paint Bucket,Interior,378,150,$470.7,$47.1,"$17,794",MegaBuild Ltd,11/9/2024,23/9/2024,Warehouse A,FALSE,,Other
47499,Concrete Block,Building Materials,309,150,$234.1,$23.4,"$7,234",Alpha Materials,11/9/2024,20/10/2024,Warehouse C,FALSE,,Other
73265,Shower Set,Hardware,134,100,$239.1,$23.9,"$3,204",Konga Wholesale,11/9/2024,21/9/2024,Warehouse A,FALSE,,Other
16621,Concrete Block,Building Materials,1,80,$406.2,$40.6,$41,Konga Wholesale,11/9/2024,28/9/2024,Warehouse C,TRUE,79,Other
76981,Switch Box,Electrical,36,50,$410.8,$41.1,"$1,479",MegaBuild Ltd,11/9/2024,7/10/2024,Warehouse C,TRUE,14,Other
27105,Paint Bucket,Interior,163,40,$193.2,$19.3,"$3,150",Konga Wholesale,11/9/2024,18/10/2024,Warehouse C,FALSE,,OverStock
31359,Window Glass,Hardware,38,20,$54.1,$5.4,$206,FixRight Depot,10/9/2024,8/10/2024,Warehouse A,FALSE,,Other
29159,Cement Bag,Building Materials,460,150,$241.1,$24.1,"$11,091",Alpha Materials,10/9/2024,21/9/2024,Warehouse A,FALSE,,OverStock
27669,Water Heater,Plumbing,405,80,$224.4,$22.4,"$9,090",MegaBuild Ltd,10/9/2024,13/10/2024,Warehouse C,FALSE,,OverStock
35395,Shower Set,Hardware,307,30,$99.6,$10.0,"$3,057",Konga Wholesale,10/9/2024,15/9/2024,Warehouse B,FALSE,,OverStock
55874,Roofing Sheet,Building Materials,241,30,$289.5,$29.0,"$6,977",MegaBuild Ltd,10/9/2024,15/9/2024,Warehouse C,FALSE,,OverStock
16228,Electrical Cable,Electrical,441,40,$113.9,$11.4,"$5,023",Alpha Materials,10/9/2024,26/9/2024,Warehouse C,FALSE,,OverStock
53114,Shower Set,Hardware,419,50,$225.1,$22.5,"$9,430",Konga Wholesale,10/9/2024,22/9/2024,Warehouse B,FALSE,,OverStock
23554,Toilet Seat,Hardware,205,50,$251.8,$25.2,"$5,161",Alpha Materials,10/9/2024,22/9/2024,Warehouse A,FALSE,,OverStock
73344,Electrical Cable,Electrical,346,40,$287.7,$28.8,"$9,955",Konga Wholesale,9/9/2024,26/9/2024,Warehouse C,FALSE,,OverStock
40480,Floor Tiles,Interior,445,40,$420.2,$42.0,"$18,700",FixRight Depot,9/9/2024,14/10/2024,Warehouse C,FALSE,,OverStock
78295,Water Heater,Plumbing,185,30,$213.8,$21.4,"$3,955",FixRight Depot,9/9/2024,2/10/2024,Warehouse C,FALSE,,OverStock
46923,Paint Bucket,Interior,26,80,$12.4,$1.2,$32,Konga Wholesale,9/9/2024,14/9/2024,Warehouse A,TRUE,54,Other
17004,Water Heater,Plumbing,163,30,$247.6,$24.8,"$4,036",Jumia Supplies,9/9/2024,15/10/2024,Warehouse B,FALSE,,OverStock
35515,Ceiling Board,Interior,301,40,$36.7,$3.7,"$1,103",Jumia Supplies,9/9/2024,14/9/2024,Warehouse A,FALSE,,OverStock
55267,Window Glass,Hardware,109,30,$77.1,$7.7,$841,FixRight Depot,9/9/2024,22/9/2024,Warehouse C,FALSE,,OverStock
82582,Electrical Cable,Electrical,453,80,$199.2,$19.9,"$9,025",Konga Wholesale,9/9/2024,10/10/2024,Warehouse C,FALSE,,OverStock
43390,Kitchen Sink,Plumbing,481,80,$124.2,$12.4,"$5,973",Jumia Supplies,9/9/2024,10/10/2024,Warehouse B,FALSE,,OverStock
16949,Kitchen Sink,Plumbing,434,150,$72.5,$7.3,"$3,147",MegaBuild Ltd,8/9/2024,16/10/2024,Warehouse B,FALSE,,Other
56851,Paint Bucket,Interior,493,40,$93.0,$9.3,"$4,584",Jumia Supplies,8/9/2024,15/10/2024,Warehouse A,FALSE,,OverStock
43477,Roofing Sheet,Building Materials,317,20,$359.4,$35.9,"$11,393",MegaBuild Ltd,8/9/2024,16/10/2024,Warehouse B,FALSE,,OverStock
19862,Toilet Seat,Hardware,288,20,$348.5,$34.8,"$10,035",FixRight Depot,8/9/2024,4/10/2024,Warehouse A,FALSE,,OverStock
27443,Kitchen Sink,Plumbing,116,30,$189.8,$19.0,"$2,202",Konga Wholesale,8/9/2024,15/9/2024,Warehouse C,FALSE,,OverStock
60151,PVC Pipe,Plumbing,455,100,$85.6,$8.6,"$3,897",Jumia Supplies,8/9/2024,6/10/2024,Warehouse B,FALSE,,OverStock
84826,Kitchen Sink,Plumbing,329,40,$33.2,$3.3,"$1,093",MegaBuild Ltd,8/9/2024,12/10/2024,Warehouse A,FALSE,,OverStock
76684,Concrete Block,Building Materials,328,80,$396.7,$39.7,"$13,012",Konga Wholesale,8/9/2024,10/10/2024,Warehouse B,FALSE,,OverStock
26184,Concrete Block,Building Materials,318,50,$36.0,$3.6,"$1,144",FixRight Depot,7/9/2024,22/9/2024,Warehouse B,FALSE,,OverStock
78416,PVC Pipe,Plumbing,349,40,$104.7,$10.5,"$3,655",FixRight Depot,7/9/2024,27/9/2024,Warehouse B,FALSE,,OverStock
72796,Kitchen Sink,Plumbing,142,40,$304.1,$30.4,"$4,318",Alpha Materials,7/9/2024,5/10/2024,Warehouse A,FALSE,,OverStock
87027,Electrical Cable,Electrical,393,50,$276.9,$27.7,"$10,881",Jumia Supplies,7/9/2024,30/9/2024,Warehouse C,FALSE,,OverStock
87365,Water Heater,Plumbing,51,20,$252.5,$25.3,"$1,288",Alpha Materials,7/9/2024,27/9/2024,Warehouse A,FALSE,,Other
53671,Ceiling Board,Interior,391,30,$113.3,$11.3,"$4,431",MegaBuild Ltd,7/9/2024,3/10/2024,Warehouse A,FALSE,,OverStock
38064,Wallpaper Roll,Interior,307,100,$296.4,$29.6,"$9,100",Konga Wholesale,6/9/2024,21/9/2024,Warehouse C,FALSE,,OverStock
54706,Concrete Block,Building Materials,205,20,$286.3,$28.6,"$5,870",Konga Wholesale,6/9/2024,23/9/2024,Warehouse B,FALSE,,OverStock
23795,Kitchen Sink,Plumbing,347,150,$79.4,$7.9,"$2,755",Alpha Materials,6/9/2024,17/9/2024,Warehouse C,FALSE,,Other
38555,Kitchen Sink,Plumbing,138,80,$223.4,$22.3,"$3,083",Alpha Materials,6/9/2024,23/9/2024,Warehouse B,FALSE,,Other
19471,PVC Pipe,Plumbing,15,20,$257.1,$25.7,$386,FixRight Depot,6/9/2024,12/10/2024,Warehouse B,TRUE,5,Other
80375,Paint Bucket,Interior,232,100,$255.3,$25.5,"$5,924",FixRight Depot,6/9/2024,6/10/2024,Warehouse B,FALSE,,Other
72040,Floor Tiles,Interior,222,40,$228.0,$22.8,"$5,062",Alpha Materials,6/9/2024,5/10/2024,Warehouse A,FALSE,,OverStock
55167,Kitchen Sink,Plumbing,115,50,$187.5,$18.8,"$2,156",Konga Wholesale,6/9/2024,2/10/2024,Warehouse C,FALSE,,Other
42089,Kitchen Sink,Plumbing,93,50,$181.4,$18.1,"$1,687",FixRight Depot,6/9/2024,29/9/2024,Warehouse B,FALSE,,Other
67135,Switch Box,Electrical,435,100,$257.7,$25.8,"$11,210",Jumia Supplies,6/9/2024,3/10/2024,Warehouse C,FALSE,,OverStock
61761,Concrete Block,Building Materials,263,50,$455.7,$45.6,"$11,984",MegaBuild Ltd,6/9/2024,13/9/2024,Warehouse A,FALSE,,OverStock
79810,Floor Tiles,Interior,326,30,$171.5,$17.1,"$5,591",FixRight Depot,6/9/2024,6/10/2024,Warehouse B,FALSE,,OverStock
14174,Cement Bag,Building Materials,270,100,$82.2,$8.2,"$2,220",FixRight Depot,6/9/2024,16/9/2024,Warehouse B,FALSE,,Other
94416,PVC Pipe,Plumbing,65,20,$48.4,$4.8,$314,Konga Wholesale,5/9/2024,18/9/2024,Warehouse C,FALSE,,OverStock
46495,Floor Tiles,Interior,225,100,$295.4,$29.5,"$6,647",Jumia Supplies,5/9/2024,14/9/2024,Warehouse B,FALSE,,Other
49994,Water Heater,Plumbing,256,20,$102.7,$10.3,"$2,629",Jumia Supplies,5/9/2024,18/9/2024,Warehouse C,FALSE,,OverStock
23107,Paint Bucket,Interior,399,40,$451.2,$45.1,"$18,002",Alpha Materials,5/9/2024,14/10/2024,Warehouse C,FALSE,,OverStock
34146,Bulb Pack,Electrical,50,80,$97.4,$9.7,$487,Jumia Supplies,5/9/2024,26/9/2024,Warehouse C,TRUE,30,Other
10530,Kitchen Sink,Plumbing,43,40,$37.4,$3.7,$161,Konga Wholesale,5/9/2024,11/9/2024,Warehouse A,FALSE,,Other
78264,Roofing Sheet,Building Materials,353,40,$442.5,$44.3,"$15,622",Konga Wholesale,5/9/2024,13/9/2024,Warehouse A,FALSE,,OverStock
94482,Ceiling Board,Interior,175,100,$244.8,$24.5,"$4,284",Jumia Supplies,5/9/2024,21/9/2024,Warehouse A,FALSE,,Other
95953,Toilet Seat,Hardware,183,20,$40.4,$4.0,$739,FixRight Depot,5/9/2024,13/10/2024,Warehouse C,FALSE,,OverStock
86721,Concrete Block,Building Materials,4,50,$317.3,$31.7,$127,Konga Wholesale,4/9/2024,11/10/2024,Warehouse B,TRUE,46,Other
39087,Cement Bag,Building Materials,365,30,$423.3,$42.3,"$15,449",Konga Wholesale,4/9/2024,15/9/2024,Warehouse C,FALSE,,OverStock
77847,Toilet Seat,Hardware,370,100,$411.2,$41.1,"$15,213",MegaBuild Ltd,4/9/2024,28/9/2024,Warehouse B,FALSE,,OverStock
87195,Ceiling Board,Interior,35,100,$242.7,$24.3,$849,FixRight Depot,4/9/2024,27/9/2024,Warehouse C,TRUE,65,Other
27949,Roofing Sheet,Building Materials,57,80,$12.3,$1.2,$70,FixRight Depot,4/9/2024,30/9/2024,Warehouse C,TRUE,23,Other
11184,Switch Box,Electrical,392,100,$47.6,$4.8,"$1,867",Konga Wholesale,3/9/2024,6/10/2024,Warehouse B,FALSE,,OverStock
62057,Electrical Cable,Electrical,204,150,$252.1,$25.2,"$5,143",FixRight Depot,3/9/2024,26/9/2024,Warehouse B,FALSE,,Other
34435,Toilet Seat,Hardware,317,20,$254.3,$25.4,"$8,060",Alpha Materials,3/9/2024,12/10/2024,Warehouse B,FALSE,,OverStock
81839,PVC Pipe,Plumbing,398,40,$116.9,$11.7,"$4,651",MegaBuild Ltd,3/9/2024,11/9/2024,Warehouse B,FALSE,,OverStock
48751,Kitchen Sink,Plumbing,427,30,$97.3,$9.7,"$4,154",Jumia Supplies,3/9/2024,22/9/2024,Warehouse A,FALSE,,OverStock
33177,Window Glass,Hardware,182,30,$71.2,$7.1,"$1,296",MegaBuild Ltd,2/9/2024,21/9/2024,Warehouse C,FALSE,,OverStock
54789,Kitchen Sink,Plumbing,309,80,$231.9,$23.2,"$7,167",Konga Wholesale,2/9/2024,27/9/2024,Warehouse C,FALSE,,OverStock
57221,Kitchen Sink,Plumbing,205,150,$33.6,$3.4,$688,FixRight Depot,2/9/2024,25/9/2024,Warehouse C,FALSE,,Other
37328,Shower Set,Hardware,60,20,$403.4,$40.3,"$2,420",Konga Wholesale,2/9/2024,21/9/2024,Warehouse B,FALSE,,Other
89453,Bulb Pack,Electrical,266,150,$12.0,$1.2,$318,MegaBuild Ltd,2/9/2024,27/9/2024,Warehouse B,FALSE,,Other
30121,Paint Bucket,Interior,46,150,$435.1,$43.5,"$2,002",FixRight Depot,2/9/2024,17/9/2024,Warehouse C,TRUE,104,Other
23068,Cement Bag,Building Materials,171,80,$163.5,$16.4,"$2,796",MegaBuild Ltd,2/9/2024,23/9/2024,Warehouse C,FALSE,,Other
98018,PVC Pipe,Plumbing,70,100,$111.6,$11.2,$781,Alpha Materials,2/9/2024,10/9/2024,Warehouse A,TRUE,30,Other
27678,Roofing Sheet,Building Materials,175,100,$336.5,$33.7,"$5,889",MegaBuild Ltd,2/9/2024,11/10/2024,Warehouse B,FALSE,,Other
95431,Ceiling Board,Interior,445,20,$204.0,$20.4,"$9,076",FixRight Depot,1/9/2024,21/9/2024,Warehouse C,FALSE,,OverStock
11134,Water Heater,Plumbing,211,80,$50.2,$5.0,"$1,060",FixRight Depot,1/9/2024,28/9/2024,Warehouse C,FALSE,,Other
41408,Paint Bucket,Interior,287,50,$336.6,$33.7,"$9,660",Alpha Materials,1/9/2024,8/9/2024,Warehouse B,FALSE,,OverStock
95677,Shower Set,Hardware,246,50,$492.0,$49.2,"$12,102",Jumia Supplies,31/8/2024,23/9/2024,Warehouse B,FALSE,,OverStock
16487,Cement Bag,Building Materials,476,100,$97.0,$9.7,"$4,617",Alpha Materials,31/8/2024,8/10/2024,Warehouse A,FALSE,,OverStock
58791,Wallpaper Roll,Interior,11,40,$204.9,$20.5,$225,MegaBuild Ltd,31/8/2024,28/9/2024,Warehouse C,TRUE,29,Other
73797,Door Frame,Hardware,216,80,$86.2,$8.6,"$1,862",Konga Wholesale,31/8/2024,4/10/2024,Warehouse C,FALSE,,Other
98770,Electrical Cable,Electrical,192,80,$350.7,$35.1,"$6,734",Jumia Supplies,31/8/2024,24/9/2024,Warehouse C,FALSE,,Other
80298,Cement Bag,Building Materials,233,50,$434.6,$43.5,"$10,125",MegaBuild Ltd,31/8/2024,17/9/2024,Warehouse C,FALSE,,OverStock
28920,Concrete Block,Building Materials,279,20,$120.7,$12.1,"$3,367",Jumia Supplies,31/8/2024,19/9/2024,Warehouse A,FALSE,,OverStock
15110,Concrete Block,Building Materials,436,20,$340.8,$34.1,"$14,859",Konga Wholesale,30/8/2024,4/10/2024,Warehouse A,FALSE,,OverStock
26150,Roofing Sheet,Building Materials,172,100,$127.9,$12.8,"$2,200",Alpha Materials,30/8/2024,13/9/2024,Warehouse C,FALSE,,Other
12936,PVC Pipe,Plumbing,444,150,$265.3,$26.5,"$11,777",Jumia Supplies,30/8/2024,24/9/2024,Warehouse B,FALSE,,Other
15599,Electrical Cable,Electrical,156,80,$486.5,$48.6,"$7,589",Alpha Materials,30/8/2024,7/10/2024,Warehouse B,FALSE,,Other
60192,Door Frame,Hardware,277,50,$91.0,$9.1,"$2,521",FixRight Depot,29/8/2024,6/9/2024,Warehouse B,FALSE,,OverStock
59153,Wallpaper Roll,Interior,160,30,$389.0,$38.9,"$6,224",Jumia Supplies,29/8/2024,5/10/2024,Warehouse A,FALSE,,OverStock
38602,Concrete Block,Building Materials,59,80,$143.3,$14.3,$845,Jumia Supplies,29/8/2024,23/9/2024,Warehouse C,TRUE,21,Other
34014,Concrete Block,Building Materials,97,20,$75.7,$7.6,$734,Alpha Materials,29/8/2024,9/9/2024,Warehouse B,FALSE,,OverStock
87256,Water Heater,Plumbing,380,40,$363.1,$36.3,"$13,797",Alpha Materials,29/8/2024,26/9/2024,Warehouse B,FALSE,,OverStock
80640,Kitchen Sink,Plumbing,303,150,$93.4,$9.3,"$2,829",FixRight Depot,29/8/2024,6/9/2024,Warehouse C,FALSE,,Other
14158,Kitchen Sink,Plumbing,166,150,$371.2,$37.1,"$6,162",Alpha Materials,29/8/2024,16/9/2024,Warehouse C,FALSE,,Other
58122,Cement Bag,Building Materials,303,50,$44.0,$4.4,"$1,332",FixRight Depot,29/8/2024,6/10/2024,Warehouse A,FALSE,,OverStock
92627,Concrete Block,Building Materials,234,40,$223.8,$22.4,"$5,238",MegaBuild Ltd,29/8/2024,27/9/2024,Warehouse C,FALSE,,OverStock
72438,Bulb Pack,Electrical,373,80,$360.2,$36.0,"$13,436",FixRight Depot,28/8/2024,12/9/2024,Warehouse B,FALSE,,OverStock
92762,Cement Bag,Building Materials,37,50,$306.3,$30.6,"$1,133",MegaBuild Ltd,28/8/2024,5/10/2024,Warehouse C,TRUE,13,Other
17883,Bulb Pack,Electrical,18,50,$385.6,$38.6,$694,Alpha Materials,28/8/2024,8/9/2024,Warehouse B,TRUE,32,Other
36190,Paint Bucket,Interior,229,80,$159.4,$15.9,"$3,650",Jumia Supplies,28/8/2024,8/9/2024,Warehouse B,FALSE,,Other
14318,Cement Bag,Building Materials,410,20,$379.5,$38.0,"$15,560",FixRight Depot,28/8/2024,11/9/2024,Warehouse A,FALSE,,OverStock
86844,Shower Set,Hardware,282,20,$184.0,$18.4,"$5,189",MegaBuild Ltd,28/8/2024,26/9/2024,Warehouse A,FALSE,,OverStock
40254,Door Frame,Hardware,400,100,$319.9,$32.0,"$12,796",FixRight Depot,27/8/2024,27/9/2024,Warehouse C,FALSE,,OverStock
13932,Floor Tiles,Interior,429,150,$197.1,$19.7,"$8,456",Alpha Materials,27/8/2024,15/9/2024,Warehouse C,FALSE,,Other
95818,Toilet Seat,Hardware,267,20,$368.8,$36.9,"$9,847",Alpha Materials,27/8/2024,25/9/2024,Warehouse A,FALSE,,OverStock
54153,PVC Pipe,Plumbing,408,150,$60.1,$6.0,"$2,451",FixRight Depot,27/8/2024,11/9/2024,Warehouse A,FALSE,,Other
64457,Cement Bag,Building Materials,452,20,$84.4,$8.4,"$3,814",MegaBuild Ltd,27/8/2024,4/10/2024,Warehouse B,FALSE,,OverStock
53746,Ceiling Board,Interior,244,20,$152.1,$15.2,"$3,710",FixRight Depot,27/8/2024,1/10/2024,Warehouse C,FALSE,,OverStock
77561,Roofing Sheet,Building Materials,260,30,$50.3,$5.0,"$1,307",Alpha Materials,27/8/2024,27/9/2024,Warehouse C,FALSE,,OverStock
97340,Wallpaper Roll,Interior,308,50,$253.2,$25.3,"$7,798",FixRight Depot,26/8/2024,4/9/2024,Warehouse C,FALSE,,OverStock
94731,Shower Set,Hardware,417,150,$414.3,$41.4,"$17,278",Alpha Materials,26/8/2024,6/9/2024,Warehouse C,FALSE,,Other
95997,Floor Tiles,Interior,88,80,$255.1,$25.5,"$2,245",Alpha Materials,26/8/2024,3/10/2024,Warehouse C,FALSE,,Other
55311,Concrete Block,Building Materials,463,50,$442.5,$44.2,"$20,486",Jumia Supplies,26/8/2024,27/9/2024,Warehouse A,FALSE,,OverStock
